15-10-2020 03:58:43,SA1554KF,retail,Polera,10,tienda-A,casa-A,0
15-10-2020 03:58:43,SA1684AH,retail,Pantalón,12,tienda-B,casa-B,0
15-10-2020 03:58:43,SA5698PO,retail,Televisor,110,tienda-C,casa-C,0
15-10-2020 03:58:43,SA5897AS,retail,Consola de Videojuegos,95,tienda-A,casa-D,0
15-10-2020 03:58:43,SA1589GD,retail,Lavadora,100,tienda-B,casa-Q,0
15-10-2020 03:58:43,SA8859SS,retail,Polerón,15,tienda-C,casa-A,0
15-10-2020 03:58:43,SA5713AS,retail,Parca,20,tienda-B,casa-C,0
15-10-2020 03:58:43,SA2589TR,retail,Pelota,5,tienda-C,casa-P,0
15-10-2020 03:58:44,SA1597EF,retail,Raqueta,20,tienda-A,casa-F,0
15-10-2020 03:58:44,SA3574FG,retail,Refrigerador,120,tienda-B,casa-U,0
15-10-2020 03:58:44,SA3698HJ,retail,Tostador,25,tienda-C,casa-A,0
15-10-2020 03:58:44,SA2563AS,retail,Perfume,15,tienda-A,casa-N,0
15-10-2020 03:58:44,SA1937JH,retail,Tobillera,6,tienda-C,casa-N,0
15-10-2020 03:58:44,SA5648AA,retail,Notebook,80,tienda-B,casa-A,0
15-10-2020 03:58:44,SA6947GH,retail,Set de ollas,50,tienda-C,casa-C,0
15-10-2020 03:58:44,SA5588HJ,retail,Parlante,25,tienda-C,casa-E,0
15-10-2020 03:58:44,SA6644DS,retail,Lampara,30,tienda-A,casa-A,0
15-10-2020 03:58:44,SA5974AA,retail,Sillón,105,tienda-C,casa-C,0
15-10-2020 03:58:44,SA2596NH,retail,Mesa,90,tienda-A,casa-S,0
15-10-2020 03:58:44,SA7748JK,retail,Cama,115,tienda-B,casa-A,0
15-10-2020 03:58:44,BE127,prioritario,Secador de pelo,15,pyme,casa-K,1
15-10-2020 03:58:44,BE666,prioritario,Jabón para la ducha,8,pyme,casa-A,2
15-10-2020 03:58:44,BE855,normal,Acondicionador,10,pyme,casa-A,3
15-10-2020 03:58:44,BE654,normal,Shampoo,10,pyme,casa-D,4
15-10-2020 03:58:44,BE785,prioritario,Crema para peinar,8,pyme,casa-E,5
15-10-2020 03:58:44,PF654,prioritario,Placa madre,50,pyme,casa-B,6
15-10-2020 03:58:44,PF125,normal,Procesador R,75,pyme,casa-N,7
15-10-2020 03:58:44,PF111,prioritario,Ventilador,10,pyme,casa-N,8
15-10-2020 03:58:44,PF245,normal,Gabinete,20,pyme,casa-S,9
15-10-2020 03:58:44,PF225,prioritario,Fuente de poder,25,pyme,casa-P,10
15-10-2020 03:58:44,PF354,normal,Memoria RAM,22,pyme,casa-R,11
15-10-2020 03:58:44,PF542,normal,Procesador I,90,pyme,casa-N,12
15-10-2020 03:58:44,PF452,prioritario,Tarjeta de video,115,pyme,casa-I,13
15-10-2020 03:58:44,OF352,prioritario,Set de plumones,9,pyme,casa-C,14
15-10-2020 03:58:44,OF754,normal,Cuadernos,5,pyme,casa-C,15
15-10-2020 03:58:44,OF554,normal,Lapices,4,pyme,casa-I,16
15-10-2020 03:58:44,DE123,normal,Zapatillas de futbol,16,pyme,casa-E,17
15-10-2020 03:58:44,DE654,prioritario,Pelota de futbol,11,pyme,casa-V,18
15-10-2020 03:58:44,DE786,prioritario,Raqueta de tenis,15,pyme,casa-Z,19
15-10-2020 03:58:44,DE245,prioritario,Palo de golf,18,pyme,casa-Y,20
15-10-2020 03:58:44,CC122,normal,Polera,9,pyme,casa-F,21
15-10-2020 03:58:44,CC147,prioritario,Pantalón,11,pyme,casa-C,22
15-10-2020 03:58:44,CC124,normal,Abrigo,17,pyme,casa-U,23
15-10-2020 03:58:44,CC175,prioritario,Bufanda,6,pyme,casa-A,24
15-10-2020 03:58:44,CC121,normal,Chaqueta,16,pyme,casa-X,25
15-10-2020 03:58:44,CC147,prioritario,Sueter,14,pyme,casa-C,26
15-10-2020 03:58:44,CC121,normal,Pantalón,10,pyme,casa-A,27
15-10-2020 03:58:44,CC454,normal,Polera,7,pyme,casa-Q,28
15-10-2020 03:58:44,GG257,normal,Pistachos: 200 g,4,pyme,casa-B,29
15-10-2020 03:58:44,GG124,normal,Mani: 1 Kg,5,pyme,casa-A,30
15-10-2020 03:58:44,GG568,normal,Almendras: 500 g,5,pyme,casa-L,31
15-10-2020 03:58:44,GG301,normal,Chia: 500 g,6,pyme,casa-D,32
15-10-2020 03:58:44,GG458,prioritario,Arroz: 1 Kg,3,pyme,casa-C,33
15-10-2020 01:08:30,SA1554KF,retail,Polera,10,tienda-A,casa-A,0
15-10-2020 01:08:30,SA1684AH,retail,Pantalón,12,tienda-B,casa-B,0
15-10-2020 01:08:30,SA5698PO,retail,Televisor,110,tienda-C,casa-C,0
15-10-2020 01:08:30,SA5897AS,retail,Consola de Videojuegos,95,tienda-A,casa-D,0
15-10-2020 01:08:30,SA1589GD,retail,Lavadora,100,tienda-B,casa-Q,0
15-10-2020 01:08:30,SA8859SS,retail,Polerón,15,tienda-C,casa-A,0
15-10-2020 01:08:30,SA5713AS,retail,Parca,20,tienda-B,casa-C,0
15-10-2020 01:08:30,SA2589TR,retail,Pelota,5,tienda-C,casa-P,0
15-10-2020 01:08:30,SA1597EF,retail,Raqueta,20,tienda-A,casa-F,0
15-10-2020 01:08:30,SA3574FG,retail,Refrigerador,120,tienda-B,casa-U,0
15-10-2020 01:08:30,SA3698HJ,retail,Tostador,25,tienda-C,casa-A,0
15-10-2020 01:08:30,SA2563AS,retail,Perfume,15,tienda-A,casa-N,0
15-10-2020 01:08:30,SA1937JH,retail,Tobillera,6,tienda-C,casa-N,0
15-10-2020 01:08:30,SA5648AA,retail,Notebook,80,tienda-B,casa-A,0
15-10-2020 01:08:30,SA6947GH,retail,Set de ollas,50,tienda-C,casa-C,0
15-10-2020 01:08:30,SA5588HJ,retail,Parlante,25,tienda-C,casa-E,0
15-10-2020 01:08:30,SA6644DS,retail,Lampara,30,tienda-A,casa-A,0
15-10-2020 01:08:30,SA5974AA,retail,Sillón,105,tienda-C,casa-C,0
15-10-2020 01:08:31,SA2596NH,retail,Mesa,90,tienda-A,casa-S,0
15-10-2020 01:08:31,SA7748JK,retail,Cama,115,tienda-B,casa-A,0
15-10-2020 01:08:31,BE127,prioritario,Secador de pelo,15,pyme,casa-K,34
15-10-2020 01:08:31,BE666,prioritario,Jabón para la ducha,8,pyme,casa-A,35
15-10-2020 01:08:31,BE855,normal,Acondicionador,10,pyme,casa-A,36
15-10-2020 01:08:31,BE654,normal,Shampoo,10,pyme,casa-D,37
15-10-2020 01:08:31,BE785,prioritario,Crema para peinar,8,pyme,casa-E,38
15-10-2020 01:08:31,PF654,prioritario,Placa madre,50,pyme,casa-B,39
15-10-2020 01:08:31,PF125,normal,Procesador R,75,pyme,casa-N,40
15-10-2020 01:08:31,PF111,prioritario,Ventilador,10,pyme,casa-N,41
15-10-2020 01:08:31,PF245,normal,Gabinete,20,pyme,casa-S,42
15-10-2020 01:08:31,PF225,prioritario,Fuente de poder,25,pyme,casa-P,43
15-10-2020 01:08:31,PF354,normal,Memoria RAM,22,pyme,casa-R,44
15-10-2020 01:08:31,PF542,normal,Procesador I,90,pyme,casa-N,45
15-10-2020 01:08:31,PF452,prioritario,Tarjeta de video,115,pyme,casa-I,46
15-10-2020 01:08:31,OF352,prioritario,Set de plumones,9,pyme,casa-C,47
15-10-2020 01:08:31,OF754,normal,Cuadernos,5,pyme,casa-C,48
15-10-2020 01:08:31,OF554,normal,Lapices,4,pyme,casa-I,49
15-10-2020 01:08:31,DE123,normal,Zapatillas de futbol,16,pyme,casa-E,50
15-10-2020 01:08:31,DE654,prioritario,Pelota de futbol,11,pyme,casa-V,51
15-10-2020 01:08:31,DE786,prioritario,Raqueta de tenis,15,pyme,casa-Z,52
15-10-2020 01:08:31,DE245,prioritario,Palo de golf,18,pyme,casa-Y,53
15-10-2020 01:08:31,CC122,normal,Polera,9,pyme,casa-F,54
15-10-2020 01:08:31,CC147,prioritario,Pantalón,11,pyme,casa-C,55
15-10-2020 01:08:31,CC124,normal,Abrigo,17,pyme,casa-U,56
15-10-2020 01:08:31,CC175,prioritario,Bufanda,6,pyme,casa-A,57
15-10-2020 01:08:31,CC121,normal,Chaqueta,16,pyme,casa-X,58
15-10-2020 01:08:31,CC147,prioritario,Sueter,14,pyme,casa-C,59
15-10-2020 01:08:31,CC121,normal,Pantalón,10,pyme,casa-A,60
15-10-2020 01:08:31,CC454,normal,Polera,7,pyme,casa-Q,61
15-10-2020 01:08:31,GG257,normal,Pistachos: 200 g,4,pyme,casa-B,62
15-10-2020 01:08:31,GG124,normal,Mani: 1 Kg,5,pyme,casa-A,63
15-10-2020 01:08:31,GG568,normal,Almendras: 500 g,5,pyme,casa-L,64
15-10-2020 01:08:31,GG301,normal,Chia: 500 g,6,pyme,casa-D,65
15-10-2020 01:08:31,GG458,prioritario,Arroz: 1 Kg,3,pyme,casa-C,66
